@relation pola_csv

@attribute H numeric
@attribute G numeric
@attribute Epoch {K161D,K15CO,K1642}
@attribute M numeric
@attribute Peri. numeric
@attribute Node numeric
@attribute Incl. numeric
@attribute e numeric
@attribute n numeric
@attribute a numeric
@attribute #Obs numeric
@attribute #Opp numeric
@attribute rms numeric
@attribute Per {M-v,M-h,M-c,M-N}
@attribute ts {3Eh,8.0,38h,08h}
@attribute Hazard {T,F}

@data
-1.271918,0.15,K161D,0.110551,0.158151,-0.272919,-0.738409,0.451525,0.443245,-0.126243,2.47238,2.439377,0.49,M-v,3Eh,T
-0.052406,0.15,K161D,1.717113,-0.967922,-0.287453,-0.709846,0.360244,0.645688,-0.750864,-0.219096,0.62975,0.53,M-v,3Eh,T
-1.436717,0.15,K161D,-0.259494,0.343889,-1.56117,0.119092,0.48612,0.384885,0.15166,0.46211,2.077452,0.53,M-h,3Eh,T
-0.678642,0.15,K161D,0.249482,0.737528,0.725346,-0.130762,0.490713,0.874324,-1.151822,1.233825,1.715527,0.58,M-h,3Eh,T
-1.502637,0.15,K161D,1.271335,-0.788884,-1.335457,-0.379169,0.689446,0.442951,-0.124999,2.453326,0.62975,0.52,M-v,3Eh,T
-1.502637,0.15,K161D,0.902032,0.956349,0.483864,1.37996,0.56176,0.437139,-0.100082,1.343389,2.077452,0.4,M-h,3Eh,T
-1.337838,0.15,K161D,-1.32857,0.323297,1.423442,-0.517816,0.408707,0.54936,-0.501663,0.309672,2.801303,0.52,M-h,3Eh,T
-0.151285,0.15,K161D,0.437837,0.456536,-0.193361,-1.021638,0.402288,0.848137,-1.115157,-0.104767,1.353601,0.5,M-h,3Eh,T
-0.546803,0.15,K161D,0.949955,-0.412358,0.521043,-0.963167,0.482852,0.501495,-0.348748,0.081016,0.62975,0.46,M-v,3Eh,T
-1.700396,0.15,K161D,-1.399504,0.540789,-0.626832,-0.295317,0.618522,0.259877,1.07763,1.967431,2.077452,0.36,M-h,3Eh,T
-2.227752,0.15,K161D,-0.594822,-0.401244,0.608811,0.873938,0.59242,0.288949,0.803263,5.740261,2.439377,0.38,M-h,3Eh,T
-1.667436,0.15,K161D,0.305037,-0.762341,-0.110423,1.138438,0.213947,0.8282,-1.085953,4.37785,1.353601,0.53,M-h,3Eh,T
-0.909361,0.15,K161D,0.50098,-1.538483,1.678563,-1.049563,0.462831,0.45342,-0.168527,1.143315,1.715527,0.42,M-h,3Eh,T
-0.876401,0.15,K161D,-1.457105,0.949458,-1.155906,-0.682644,0.661079,0.407659,0.035333,1.133788,0.62975,0.65,M-v,3Eh,T
-1.07416,0.15,K161D,-0.518083,-0.316826,0.394569,0.611264,0.187202,0.708376,-0.882129,0.686002,1.353601,0.55,M-h,3Eh,T
-0.909361,0.15,K161D,-0.167956,1.441158,-0.563598,-0.523188,0.55772,0.371664,0.224602,-0.204805,0.991676,0.54,M-h,3Eh,T
-0.513843,0.15,K161D,-1.477295,0.935553,0.43681,-0.958774,0.570993,0.868371,-1.143649,0.357309,0.991676,0.69,M-h,3Eh,T
-0.744562,0.15,K161D,0.681229,-1.457435,-0.145423,-0.195414,0.194841,0.744389,-0.949117,0.51451,0.991676,0.55,M-h,3Eh,T
-0.97528,0.15,K161D,-1.116281,0.28865,0.761547,-0.629868,0.190211,0.759682,-0.975955,2.405689,0.991676,0.46,M-h,3Eh,T
-0.382004,0.15,K161D,-0.09192,-0.563952,0.607453,-1.020615,0.534466,0.329727,0.487725,0.171526,0.62975,0.57,M-v,3Eh,T
-1.00824,0.15,K161D,0.786175,1.32406,1.496506,-0.689368,0.694701,0.282594,0.859206,0.986114,0.991676,0.57,M-h,3Eh,T
-0.678642,0.15,K161D,1.272172,0.179802,-0.59734,-0.90916,0.411476,1.198253,-1.491101,0.857495,1.715527,0.46,M-h,3Eh,T
-0.151285,0.15,K161D,-0.95901,-1.560988,0.410503,-1.11059,0.47826,0.390446,0.122215,-0.252441,0.267825,0.53,M-v,3Eh,T
-1.370798,0.15,K161D,0.293126,-1.301273,1.529275,0.810907,0.123691,1.070156,-1.377503,1.062333,1.353601,0.44,M-h,3Eh,T
-0.546803,0.15,K161D,-1.445602,1.279482,-0.615183,-1.022877,0.531035,0.742868,-0.946399,0.419237,0.991676,0.52,M-h,3Eh,T
-1.205999,0.15,K161D,-1.273776,0.998334,-0.886001,3.298266,0.35754,0.713016,-0.891076,0.357309,1.715527,0.56,M-h,3Eh,T
-1.601516,0.15,K161D,1.147866,0.377362,1.656685,2.198092,0.30214,0.610624,-0.667759,0.919422,1.353601,0.47,M-h,3Eh,T
-0.744562,0.15,K161D,0.873732,-0.463387,1.550285,0.059259,0.25012,0.707297,-0.880033,0.424,0.62975,0.51,M-h,3Eh,T
-0.97528,0.15,K161D,1.216504,-1.352367,-0.930712,0.150585,0.543019,0.383468,0.159277,0.181053,0.62975,0.64,M-h,3Eh,T
-0.678642,0.15,K161D,1.236113,-0.286756,1.550833,-0.953617,0.636968,0.318847,0.565308,0.152471,0.267825,0.43,M-v,3Eh,T
-0.447924,0.15,K161D,-1.366067,1.515784,-1.039466,-0.509038,0.232002,0.654988,-0.771656,0.061961,1.353601,0.58,M-h,3Eh,T
-1.370798,0.15,K161D,-0.869894,-0.987573,-0.123653,-0.35009,0.743151,0.417024,-0.009408,0.581202,2.439377,0.41,M-h,3Eh,T
-1.173039,0.15,K161D,-0.668248,-1.303169,1.626545,-0.575822,0.575248,0.863545,-1.136954,0.390655,2.801303,0.51,M-h,3Eh,T
-0.447924,0.15,K161D,0.702399,1.055296,1.07668,-0.242885,0.381766,0.651235,-0.763325,0.238217,0.62975,0.41,M-v,3Eh,T
-1.370798,0.15,K161D,1.687011,1.390392,1.340732,0.351503,0.543837,0.339048,0.424569,0.100071,0.62975,0.54,M-v,3Eh,T
-1.403757,0.15,K161D,-0.89742,0.046957,1.088014,-0.99829,0.47407,0.368893,0.240438,3.410824,1.353601,0.43,M-h,3Eh,T
-1.535597,0.15,K161D,1.432672,-1.47981,-1.100038,-0.273809,0.44534,0.412587,0.01158,0.74793,1.715527,0.47,M-h,3Eh,T
-0.382004,0.15,K161D,-0.427924,1.086077,0.725983,-0.106295,0.36527,0.667224,-0.798274,-0.209568,0.62975,0.55,M-h,3Eh,T
-1.931114,0.15,K161D,-1.596142,1.354542,0.725453,-0.33213,0.569387,0.287995,0.81153,1.138551,2.801303,0.54,M-h,3Eh,T
-0.777521,0.15,K161D,0.746345,-0.613476,-0.822535,-0.479546,0.58815,0.337483,0.434969,-0.223859,0.267825,0.54,M-v,3Eh,T
-1.205999,0.15,K161D,-1.216215,-0.681732,-0.144007,3.129518,0.29517,0.731804,-0.926333,1.672083,1.353601,0.57,M-h,3Eh,T
-1.898154,0.15,K161D,-1.252069,-0.318746,0.298443,0.631333,0.601817,1.48314,-1.683438,1.095678,2.439377,0.48,M-h,3Eh,T
-1.238958,0.15,K161D,0.192641,-0.445644,0.280594,-0.534823,0.334833,0.632317,-0.72008,5.497313,1.715527,0.34,M-h,3Eh,T
-0.711602,0.15,K161D,1.375726,0.392313,0.838026,-0.670903,0.434344,1.201236,-1.493504,0.819385,0.991676,0.45,M-h,3Eh,T
-1.107119,0.15,K161D,0.860778,0.901952,0.842443,-0.778419,0.369136,0.617601,-0.684922,0.924186,2.077452,0.42,M-h,3Eh,T
-1.07416,0.15,K161D,0.451459,0.750337,1.513505,-0.999848,0.546709,0.553177,-0.512905,1.438663,2.801303,0.48,M-h,3Eh,T
-1.0412,0.15,K161D,0.593468,0.960671,-1.159481,0.661373,0.688261,0.497599,-0.335229,0.114362,1.715527,0.4,M-h,3Eh,T
-0.711602,0.15,K161D,-0.992394,1.656349,0.924775,-0.886906,0.4727,0.482833,-0.282347,0.509746,3.163228,0.48,M-h,3Eh,T
-1.238958,0.15,K161D,0.926226,0.619274,0.660014,-0.234995,0.354464,0.72318,-0.910339,1.210007,1.715527,0.41,M-h,3Eh,T
-1.601516,0.15,K161D,0.764613,1.394338,0.978273,-0.404079,0.210633,1.309037,-1.57417,1.424372,2.077452,0.38,M-h,3Eh,T
-1.964074,0.15,K161D,-1.127983,-0.86972,-1.296493,2.715867,0.291903,0.842858,-1.107536,2.610527,2.077452,0.47,M-v,3Eh,T
-0.447924,0.15,K161D,-0.637427,-1.205983,1.643426,-0.736383,0.279095,1.002742,-1.30814,1.410081,2.439377,0.45,M-h,3Eh,T
-0.349044,0.15,K161D,-0.201896,0.950502,-1.293581,0.05066,0.136189,0.98374,-1.287165,0.300145,2.801303,0.51,M-h,3Eh,T
-0.909361,0.15,K161D,-0.697074,0.852813,-1.012118,-0.947582,0.423485,0.458391,-0.188618,0.948004,0.267825,0.56,M-v,3Eh,T
-1.634476,0.15,K161D,0.679807,1.392866,1.181565,0.602085,0.5652,0.312367,0.613649,1.262407,1.353601,0.46,M-h,3Eh,T
-1.568556,0.15,K161D,-0.431871,0.206744,0.447066,-0.564691,0.467761,0.462324,-0.204257,2.515253,2.439377,0.44,M-h,3Eh,T
-1.07416,0.15,K161D,-0.050332,-0.400393,1.70328,-0.576446,0.542808,0.309936,0.632216,-0.314369,0.62975,0.68,M-v,3Eh,T
-1.370798,0.15,K161D,1.273523,-0.58982,-0.936237,-0.958793,0.625518,0.374783,0.207006,0.676475,1.715527,0.52,M-h,3Eh,T
-1.337838,0.15,K161D,-1.415295,-0.635934,-0.819422,-0.421386,0.603156,0.63797,-0.733227,1.033751,2.439377,0.44,M-h,3Eh,T
-1.205999,0.15,K161D,0.246893,-1.152312,0.341966,0.369988,0.583478,0.87288,-1.149848,0.46211,2.439377,0.57,M-h,3Eh,T
-1.00824,0.15,K161D,-0.412178,1.3505,0.521183,0.350585,0.31098,0.558136,-0.527316,1.648265,1.353601,0.43,M-h,3Eh,T
-1.140079,0.15,K161D,1.091647,-0.521505,-0.922824,-0.908654,0.689849,0.23617,1.342326,1.038514,0.267825,0.39,M-v,3Eh,T
-1.271918,0.15,K161D,1.358828,0.287555,-0.341863,1.30879,0.31097,0.565832,-0.549262,0.948004,1.715527,0.49,M-h,3Eh,T
-1.238958,0.15,K161D,1.720853,-1.513712,1.225873,-0.970949,0.349889,0.910786,-1.199929,7.055035,3.887079,0.44,M-h,3Eh,T
-0.612722,0.15,K161D,0.615571,0.747285,-0.466566,-0.13452,0.424791,0.68725,-0.840125,0.276326,2.077452,0.47,M-h,3Eh,T
-0.810481,0.15,K161D,1.135499,0.752287,-0.440534,-1.08854,0.61427,0.58419,-0.599658,0.700293,1.715527,0.53,M-h,3Eh,T
-1.502637,0.15,K161D,-0.161323,0.383516,-0.654443,-0.668519,0.520846,0.379823,0.179084,0.46211,2.439377,0.47,M-h,3Eh,T
-0.645682,0.15,K161D,-1.146009,-0.536295,1.573356,-0.714217,0.534205,0.389177,0.128873,0.914659,0.62975,0.54,M-v,3Eh,T
-1.568556,0.15,K161D,-0.901398,0.592783,0.05252,-0.394567,0.630837,0.261699,1.058954,1.572046,0.991676,0.43,M-h,3Eh,T
-0.909361,0.15,K161D,0.208237,-1.337857,-0.690067,-0.807949,0.600788,0.319706,0.559025,2.253251,0.991676,0.38,M-v,3Eh,T
-1.304878,0.15,K161D,0.650461,1.041679,1.79516,-0.385623,0.376577,0.617678,-0.68511,4.301631,2.801303,0.56,M-v,3Eh,T
-1.568556,0.15,K161D,-1.63908,-1.21947,0.857527,-0.464124,0.672297,0.259965,1.076721,1.033751,1.353601,0.44,M-h,3Eh,T
-0.97528,0.15,K161D,0.144289,0.599965,-0.59621,-0.616157,0.322494,0.624171,-0.700788,1.000405,1.715527,0.45,M-h,3Eh,T
-0.744562,0.15,K161D,1.016792,-1.132764,-0.410952,0.002032,0.382586,0.612698,-0.672896,0.233453,1.715527,0.47,M-h,3Eh,T
-0.909361,0.15,K161D,0.44067,0.41101,1.118088,0.748963,0.80549,0.591291,-0.618451,-0.033312,1.353601,1.08,M-h,3Eh,T
-0.579763,0.15,K161D,0.519117,-1.014442,0.535524,-0.263816,0.226529,0.884738,-1.165898,0.219162,0.62975,0.6,M-v,3Eh,T
-1.601516,0.15,K161D,0.449682,-0.680493,-1.003013,1.023851,0.407985,0.563224,-0.541879,2.539072,2.077452,0.43,M-h,3Eh,T
-1.931114,0.15,K161D,1.278199,1.138836,1.325711,-0.550209,0.769555,0.22927,1.427864,1.910267,1.353601,0.49,M-v,3Eh,T
-0.579763,0.15,K161D,-0.665483,-0.767798,0.118711,-0.772416,0.424296,0.565381,-0.547988,0.862258,1.715527,0.44,M-h,3Eh,T
-1.271918,0.15,K161D,-0.972196,-0.709036,-0.114688,-0.669087,0.787315,0.562764,-0.540571,1.095678,2.439377,0.52,M-h,3Eh,T
-1.370798,0.15,K161D,-0.32939,0.670098,-1.342196,4.058045,0.664386,0.31996,0.557167,0.152471,1.353601,0.43,M-h,3Eh,T
-0.645682,0.15,K161D,1.648891,1.016982,1.627908,0.057378,0.591371,0.392582,0.11109,1.367208,0.991676,0.36,M-h,3Eh,T
-1.634476,0.15,K161D,0.708533,-0.185114,1.596015,2.596869,0.466048,0.393132,0.10824,-0.18575,1.715527,0.39,M-h,3Eh,T
-1.173039,0.15,K161D,1.323125,-1.007106,-0.848337,1.008504,0.707772,0.298094,0.726266,-0.442988,-0.456026,1.39,M-v,3Eh,T
-0.94232,0.15,K161D,0.599434,0.032854,-0.126493,-1.009154,0.713683,0.233985,1.368952,-0.195277,-0.094101,0.66,M-v,3Eh,T
-0.546803,0.15,K161D,-0.764676,-1.575674,-1.152558,-0.807514,0.472703,0.387239,0.139108,-0.219096,-0.094101,0.7,M-c,8.0,T
-0.810481,0.15,K161D,-0.560234,1.426952,-1.291661,-0.958662,0.460351,0.387373,0.138399,-0.338188,-0.094101,0.69,M-v,3Eh,T
-1.337838,0.15,K161D,-0.827344,1.117785,1.113417,0.748775,0.151968,1.049527,-1.357068,1.976958,0.62975,0.45,M-v,3Eh,T
-1.304878,0.15,K161D,0.346087,1.281549,1.232106,-0.815159,0.7315,0.465283,-0.215875,0.824149,1.353601,0.4,M-h,3Eh,T
-0.711602,0.15,K161D,-0.581066,-0.883221,-1.433342,-0.308061,0.654385,0.368816,0.240884,-0.142877,0.991676,0.6,M-v,3Eh,T
-0.250165,0.15,K161D,1.384432,-1.117406,-0.005922,-0.943323,0.325337,0.541621,-0.478472,0.271563,0.267825,0.37,M-v,3Eh,T
-0.612722,0.15,K161D,1.730789,-0.790073,1.54755,-0.616127,0.638298,0.31248,0.612793,-0.047603,0.267825,0.46,M-v,3Eh,T
1.233026,0.15,K161D,0.258742,-0.342353,1.725697,-0.578267,0.278616,0.608712,-0.663,-0.442988,-0.456026,0.94,M-v,3Eh,T
-0.777521,0.15,K161D,-0.429708,0.626159,-0.656547,1.261872,0.604321,0.339014,0.424795,-0.342951,-0.456026,1.16,M-v,3Eh,T
-0.711602,0.15,K161D,-1.633742,-0.507423,-0.509325,-0.647707,0.538684,0.273756,0.940588,0.900368,-0.094101,0.42,M-v,3Eh,T
0.409031,0.15,K161D,-0.048397,-1.23972,1.609603,1.181432,0.639371,0.254152,1.137771,-0.41917,-0.456026,0.66,M-v,3Eh,T
-0.94232,0.15,K161D,-0.645086,1.009789,1.65677,-0.728552,0.603165,0.289006,0.802772,-0.085713,0.267825,0.54,M-v,3Eh,T
-1.00824,0.15,K161D,1.405837,0.653387,-0.738226,-0.767631,0.734236,0.274326,0.935211,0.857495,0.267825,0.37,M-v,3Eh,T
-1.173039,0.15,K161D,1.438559,-1.296953,0.569874,-0.14071,0.498323,0.49641,-0.331069,-0.271496,1.353601,0.4,M-v,3Eh,T
-0.414964,0.15,K161D,1.540034,1.683802,0.771877,1.322848,0.526191,1.793689,-1.833274,-0.038076,0.267825,0.74,M-v,3Eh,T
1.991101,0.15,K161D,-1.346634,-1.339609,-0.926547,-0.740939,0.568754,0.33383,0.459563,-0.47157,-0.456026,0.72,M-v,3Eh,T
-0.151285,0.15,K161D,-1.470162,1.356871,1.639822,-0.789231,0.868407,1.141027,-1.442982,0.562147,-0.094101,0.78,M-v,3Eh,T
1.101187,0.15,K161D,1.110301,0.682544,-0.359296,-0.917499,0.774414,0.365569,0.259701,-0.466807,-0.456026,0.59,M-v,3Eh,T
0.837508,0.15,K161D,0.289963,1.372256,-0.529109,-0.666176,0.493764,0.372226,0.221412,-0.457279,-0.456026,0.67,M-v,3Eh,T
-0.777521,0.15,K161D,0.52214,0.460531,-0.531224,-0.728792,0.518562,0.518284,-0.405063,-0.200041,0.267825,0.36,M-v,3Eh,T
-0.382004,0.15,K161D,0.951581,0.643977,-1.126823,0.746553,0.700414,0.240033,1.296236,1.119497,-0.456026,0.74,M-v,3Eh,T
0.211272,0.15,K161D,-1.284379,-0.512359,-1.431315,0.464263,0.290047,0.579991,-0.588367,-0.214332,-0.094101,0.61,M-v,3Eh,T
-1.00824,0.15,K161D,0.070623,0.765779,0.222542,-0.559415,0.780747,0.286994,0.820253,2.019831,0.267825,0.47,M-v,3Eh,T
-1.205999,0.15,K161D,-0.343642,-0.301651,0.044284,-0.626794,0.654696,0.33997,0.418481,-0.138113,-0.456026,0.51,M-v,3Eh,T
-0.217205,0.15,K161D,-1.186857,0.434562,-1.133046,-0.685042,0.597711,0.325322,0.518615,-0.090476,-0.456026,0.66,M-v,3Eh,T
-0.612722,0.15,K161D,1.52474,-1.716002,1.293927,-0.892494,0.646531,0.212396,1.656347,0.295381,0.267825,0.62,M-v,3Eh,T
-0.843441,0.15,K161D,-1.645699,0.667684,-1.16747,0.476162,0.564208,0.482353,-0.280581,-0.281023,-0.456026,0.6,M-v,3Eh,T
-0.480883,0.15,K161D,1.71738,1.106779,-1.127494,-0.930912,0.495397,0.430456,-0.070741,0.276326,0.267825,0.52,M-v,3Eh,T
-0.876401,0.15,K161D,-0.477305,-0.910883,0.704464,-0.945306,0.569829,0.450767,-0.157656,-0.18575,0.991676,0.65,M-v,3Eh,T
-0.217205,0.15,K161D,-1.075932,-0.875232,-0.488631,-0.857815,0.606983,0.342885,0.399407,0.004797,-0.456026,0.57,M-v,3Eh,T
-0.480883,0.15,K161D,-0.117492,1.151134,1.806208,2.245698,0.312263,0.702507,-0.870672,-0.214332,0.991676,0.67,M-v,3Eh,T
-0.447924,0.15,K161D,-0.442525,-0.969593,0.394808,-0.549198,0.696264,0.244879,1.240126,0.114362,-0.456026,0.92,M-v,3Eh,T
-0.283125,0.15,K161D,-1.496308,1.0234,-1.439574,-0.407681,0.502399,0.510421,-0.379071,-0.423934,0.267825,0.57,M-v,3Eh,T
0.046473,0.15,K161D,-1.567946,-0.961073,-1.113252,-0.477457,0.331519,0.606762,-0.658119,-0.109531,-0.094101,0.45,M-v,3Eh,T
-0.316084,0.15,K161D,-0.870595,-0.992694,1.485899,-0.325529,0.582661,0.412982,0.009696,0.333491,0.267825,0.63,M-v,3Eh,T
-1.140079,0.15,K161D,1.23109,0.375158,1.473111,2.078204,0.681294,0.717906,-0.900399,-0.314369,-0.456026,0.51,M-v,3Eh,T
0.244232,0.15,K161D,-0.920982,1.38725,1.503451,-0.010247,0.551799,0.238146,1.318588,-0.447752,-0.456026,0.42,M-v,3Eh,T
-0.909361,0.15,K161D,1.239094,0.222546,0.019291,-0.454596,0.580021,0.276988,0.910325,0.085779,-0.456026,0.61,M-v,3Eh,T
-1.0412,0.15,K161D,0.940447,0.884427,0.082769,1.03905,0.746675,0.330082,0.485261,-0.319133,-0.456026,0.79,M-v,3Eh,T
-0.909361,0.15,K161D,-1.228679,0.366871,-0.196098,-0.925795,0.459043,0.292692,0.771268,0.381127,-0.094101,0.53,M-v,38h,T
-0.480883,0.15,K161D,1.411552,0.835266,-1.603806,-0.934802,0.713678,0.21674,1.594706,0.009561,-0.094101,0.45,M-v,3Eh,T
-1.337838,0.15,K161D,1.352316,1.456544,-1.582371,-0.234364,0.50244,0.277364,0.906847,0.147707,-0.094101,0.54,M-v,38h,T
-0.118326,0.15,K161D,-1.488105,-0.066296,0.07807,-0.303664,0.512527,0.287881,0.812526,-0.347715,-0.456026,0.72,M-v,38h,T
-0.283125,0.15,K161D,-0.901117,0.580339,1.717211,0.883888,0.580373,0.80131,-1.044655,-0.076185,-0.094101,0.53,M-v,3Eh,T
-0.513843,0.15,K161D,0.310205,-1.528392,-1.283188,-0.840166,0.671655,0.207126,1.734035,-0.195277,-0.456026,0.55,M-v,3Eh,T
-1.00824,0.15,K161D,0.521104,0.869606,-0.896693,-0.653397,0.482598,0.264751,1.028138,-0.204805,-0.094101,0.63,M-v,38h,T
-0.513843,0.15,K161D,-0.281073,-1.28688,-0.057267,0.906655,0.503818,1.147846,-1.448925,-0.404879,-0.456026,0.67,M-v,3Eh,T
-0.612722,0.15,K161D,-0.580108,-0.622747,1.741341,0.533768,0.41985,0.598606,-0.63742,-0.442988,-0.456026,0.35,M-v,3Eh,T
-0.480883,0.15,K161D,-1.411578,-0.634612,0.334186,-0.296981,0.679937,0.231687,1.397419,-0.409643,-0.456026,0.57,M-v,3Eh,T
0.013514,0.15,K161D,0.60792,-0.282746,-1.65582,-0.97535,0.313536,0.852211,-1.120983,-0.304842,-0.456026,0.69,M-v,3Eh,T
-0.349044,0.15,K161D,0.279278,1.341137,0.613801,0.935389,0.443797,1.255684,-1.535689,-0.090476,0.62975,0.76,M-v,3Eh,T
-0.085366,0.15,K161D,-0.392988,-0.224696,0.636276,1.018094,0.35726,0.479732,-0.270897,-0.376297,-0.456026,0.75,M-v,3Eh,T
-0.744562,0.15,K161D,-0.488459,-0.424932,1.663056,-0.768043,0.555389,0.309659,0.634353,-0.18575,0.62975,0.44,M-v,3Eh,T
-0.810481,0.15,K161D,1.358583,-0.528639,0.593515,0.822897,0.593027,0.22136,1.531362,-0.304842,-0.456026,0.61,M-v,3Eh,T
-0.118326,0.15,K161D,-1.259401,-0.988781,-1.161393,-0.936527,0.586951,0.354886,0.323642,0.471637,-0.094101,0.49,M-v,3Eh,T
-0.480883,0.15,K161D,-0.174553,-1.076236,0.840197,0.037303,0.623581,0.596507,-0.632016,-0.23815,-0.456026,0.64,M-v,3Eh,T
-0.810481,0.15,K161D,0.398755,1.568205,1.631751,-0.844439,0.719696,0.549135,-0.500999,0.376364,0.267825,0.58,M-v,3Eh,T
-0.480883,0.15,K161D,-1.022909,1.110799,-0.063304,-0.091357,0.132685,0.880423,-1.160099,0.471637,-0.094101,0.47,M-v,3Eh,T
0.112393,0.15,K161D,1.407281,-1.399934,0.177135,-0.943873,0.390959,0.466591,-0.220975,0.152471,-0.456026,0.71,M-v,3Eh,T
-0.678642,0.15,K161D,-1.22011,0.890322,1.681588,0.17643,0.519282,0.363997,0.268914,-0.23815,-0.094101,0.68,M-v,3Eh,T
-0.052406,0.15,K161D,1.181218,-0.716793,-1.660678,0.679251,0.476672,0.513654,-0.389838,-0.333424,-0.456026,0.64,M-v,3Eh,T
-0.810481,0.15,K161D,0.044684,1.080688,0.056343,-0.509458,0.602282,0.31932,0.561842,-0.300078,-0.094101,0.62,M-v,3Eh,T
-0.744562,0.15,K161D,1.19039,1.165658,-1.153714,0.686267,0.701994,0.647552,-0.755071,0.114362,0.62975,0.61,M-v,3Eh,T
-0.118326,0.15,K161D,-0.723509,-0.975465,-1.139963,1.126535,0.473222,0.660115,-0.782908,-0.27626,-0.456026,0.73,M-v,3Eh,T
0.013514,0.15,K161D,-1.447316,1.634192,0.686381,-0.745723,0.308534,0.477357,-0.262044,-0.323896,-0.456026,0.69,M-v,38h,T
-0.052406,0.15,K161D,0.265197,0.405607,0.649713,-0.102108,0.332689,1.14047,-1.442494,-0.23815,0.267825,0.6,M-v,3Eh,T
-1.502637,0.15,K161D,-0.895277,-0.219667,-1.020215,2.620059,0.640419,0.189176,2.025329,-0.214332,-0.094101,0.63,M-v,3Eh,T
-0.612722,0.15,K161D,0.094934,-0.12508,0.30907,-0.559829,0.682648,0.571133,-0.56409,-0.319133,-0.456026,0.54,M-v,3Eh,T
-0.513843,0.15,K161D,-1.329458,-0.461276,0.764119,0.590635,0.726329,0.784563,-1.017748,-0.319133,-0.456026,1,M-v,3Eh,T
-0.909361,0.15,K161D,0.318782,-0.891693,-0.094609,-0.191156,0.644085,0.452165,-0.163398,-0.09524,0.991676,0.48,M-v,3Eh,T
-0.414964,0.15,K161D,1.240249,1.715177,0.225964,0.025814,0.065239,0.870899,-1.147131,0.028615,0.267825,0.63,M-v,3Eh,T
-0.711602,0.15,K161D,1.108095,1.615283,-1.276246,-0.542227,0.619103,0.170882,2.373838,-0.119059,-0.456026,0.58,M-v,38h,T
0.705669,0.15,K161D,-1.04162,-1.476,-1.416663,-1.039408,0.252822,0.681968,-0.829285,-0.261969,0.267825,0.54,M-v,3Eh,T
-0.546803,0.15,K161D,-1.020738,-0.751217,-1.53619,0.919072,0.613343,0.562414,-0.539576,0.000033,-0.094101,0.61,M-v,3Eh,T
0.145353,0.15,K161D,-0.622347,-0.601155,0.056482,-0.305136,0.130548,0.856728,-1.127391,-0.123822,0.267825,0.47,M-v,3Eh,T
-0.876401,0.15,K161D,-0.700588,-0.506141,-0.393017,-0.544101,0.709337,0.315825,0.587644,-0.362006,-0.456026,0.43,M-v,3Eh,T
-0.810481,0.15,K161D,1.207096,0.844487,0.24219,-0.535385,0.441312,0.420594,-0.026031,1.586337,0.267825,0.45,M-v,3Eh,T
0.50791,0.15,K161D,-0.897268,0.101611,0.168044,-0.887111,0.561694,0.256332,1.114602,-0.395352,-0.456026,0.67,M-v,3Eh,T
0.474951,0.15,K161D,0.305214,0.341471,0.286169,-0.311778,0.525932,0.340379,0.415783,-0.209568,-0.456026,0.62,M-v,3Eh,T
-0.250165,0.15,K161D,-0.886963,1.162644,-1.522343,0.632727,0.435821,0.495342,-0.327318,-0.052367,-0.456026,0.48,M-v,3Eh,T
-0.843441,0.15,K161D,-1.604083,-0.309981,1.495676,-0.969224,0.665347,0.310649,0.626749,-0.333424,-0.456026,0.88,M-v,3Eh,T
-0.019446,0.15,K161D,1.514231,-0.054553,0.287737,0.497364,0.499694,0.238278,1.317017,-0.385824,-0.456026,0.49,M-v,38h,T
0.409031,0.15,K161D,-1.109996,-0.919407,1.664304,-1.049045,0.408256,0.498713,-0.339112,-0.214332,-0.456026,0.63,M-v,3Eh,T
-0.97528,0.15,K161D,-0.149255,-0.448907,-1.393874,1.891632,0.735242,0.579943,-0.588236,-0.100004,-0.456026,0.69,M-v,3Eh,T
-0.118326,0.15,K161D,0.53169,-1.674887,0.372909,1.029186,0.015833,0.861125,-1.133573,-0.04284,0.267825,0.53,M-v,3Eh,T
-0.217205,0.15,K161D,-1.079409,-1.57094,-1.176882,-0.82999,0.504326,0.376684,0.196402,-0.157168,-0.094101,0.51,M-v,3Eh,T
-1.205999,0.15,K161D,1.129228,0.70101,0.298011,1.274729,0.508456,0.235528,1.350108,-0.285787,-0.094101,0.72,M-v,38h,T
-0.447924,0.15,K161D,1.521516,1.084006,0.388229,-0.398605,0.7583,0.303682,0.681123,0.147707,-0.094101,0.45,M-v,3Eh,T
-1.00824,0.15,K161D,-1.072842,-0.88584,-1.325625,1.305914,0.223045,0.752004,-0.962595,0.509746,0.267825,0.59,M-v,3Eh,T
-1.634476,0.15,K161D,-0.932555,1.457355,-1.191622,0.555846,0.946223,0.013081,26.543584,0.46211,-0.456026,0.52,M-v,3Eh,T
-0.612722,0.15,K161D,-0.261521,1.166077,-1.055523,-0.911462,0.699349,0.267639,0.999533,0.147707,-0.094101,0.62,M-v,3Eh,T
-0.843441,0.15,K161D,0.054088,0.899737,0.943099,-0.364746,0.647724,0.402079,0.062816,0.304908,-0.094101,0.46,M-v,3Eh,T
-0.349044,0.15,K161D,-1.104687,-1.150245,-1.574799,-1.024681,0.592932,0.254882,1.129979,-0.047603,-0.456026,0.5,M-v,3Eh,T
