Des'n	H	G	Epoch	M	Peri.	Node	Incl.	e	n	a	#Obs	#Opp	rms	Per	ts
d	c	c	d	c	c	c	c	c	c	c	c	c	c	d	d
K15N03	J 20.5	0.15	K161D	50.17076	251.20723	134.59906	12.27896	0.6705008	0.44916553	1.6886194	53	2	0.37	M-v	3Eh
K15N13	K 21.0	0.15	K161D	27.95436	192.0023	192.97779	8.09336	0.5580755	0.29124185	2.2540672	386	1	0.32	M-v	3Eh
K15N13	U 19.6	0.15	K161D	11.44584	260.24681	140.04024	4.20966	0.5898322	0.39821949	1.829733	55	2	0.43	M-v	3Eh
K15N13	Z 20.6	0.15	K161D	40.30195	239.48435	175.58926	6.58638	0.7801609	0.34510422	2.0129634	119	1	0.36	M-v	3Eh
K15O22	C 20.0	0.15	K161D	31.26317	321.08185	125.28886	11.55095	0.9044912	0.31356648	2.145769	61	1	0.29	M-v	3Eh
K15O35	L 18.0	0.15	K161D	15.16734	296.15638	134.91516	4.47784	0.6413494	0.23595939	2.593649	440	1	0.4	M-v	3Eh
K15P00	M 20.5	0.15	K161D	57.05994	244.17961	181.18119	7.46638	0.6328404	0.6592524	1.3074795	70	2	0.41	M-v	3Eh
K15PM8	R 19.8	0.15	K161D	3.58126	106.25917	321.36717	7.23743	0.6848206	0.23434132	2.6055743	141	2	0.39	M-v	3Eh
K15PM8	U 20.3	0.15	K161D	61.09258	271.46926	301.96402	9.44401	0.7899153	0.28601335	2.2814547	163	1	0.31	M-v	3Eh
K15PU7	M 21.7	0.15	K161D	29.27561	319.04551	142.18387	8.0899	0.8635533	0.29694477	2.225114	20	1	0.26	M-v	3Eh
K15Q03	O 19.4	0.15	K161D	19.21861	306.84291	160.27165	9.88406	0.8535434	0.29045091	2.2581575	169	1	0.3	M-v	3Eh
K15R01	S 20.6	0.15	K161D	49.39023	334.21984	336.45187	7.97373	0.5127338	0.31546258	2.1371622	571	1	0.28	M-v	3Eh
K15R02	H 21.9	0.15	K161D	22.1126	115.33594	332.51432	5.35123	0.2666031	0.73333805	1.2178671	288	2	0.28	M-v	3Eh
K15R36	A 20.0	0.15	K161D	37.19089	157.61821	156.13795	34.49798	0.6418599	0.23477594	2.6023577	61	1	0.24	M-v	3Eh
K15R36	E 21.9	0.15	K161D	157.06706	50.98687	181.99396	0.08006	0.3900848	0.65747665	1.3098327	55	1	0.29	M-v	3Eh
K15R82	P 19.3	0.15	K161D	72.41071	36.04661	193.78002	24.78077	0.620855	0.25392676	2.4698111	35	1	0.3	M-v	3Eh
K15RF0	R 19.7	0.15	K161D	49.67085	167.24158	174.24017	42.18104	0.4990789	0.33878711	2.0379091	50	1	0.41	M-v	3Eh
K15S16	Y 21.6	0.15	K161D	136.60427	305.55496	294.67149	5.2708	0.4984377	0.71203428	1.2420396	51	1	0.31	M-v	3Eh
K15T24	X 21.5	0.15	K161D	10.44494	126.99548	33.01994	6.05373	0.8731257	0.28635898	2.2796185	54	1	0.39	M-v	3Eh
K15TE4	V 19.7	0.15	K161D	359.24478	54.83041	92.76679	13.03442	0.6546974	0.2616082	2.421225	130	1	0.25	M-v	3Eh
K15TE5	B 20.0	0.15	K161D	10.51398	121.74387	37.73165	39.65691	0.8599339	0.3249064	2.0955461	1638	1	0.37	M-v	3Eh
K15TE5	H 20.1	0.15	K161D	2.6461	128.94471	351.90486	12.78059	0.7163705	0.19229099	2.9727845	95	1	0.33	M-v	3Eh
K15TH8	K 19.3	0.15	K161D	67.54469	212.06697	86.14028	11.35713	0.56536	0.27953781	2.3165535	75	1	0.35	M-v	3Eh
K15TH8	L 21.2	0.15	K161D	11.28539	54.59527	69.19209	6.68575	0.6867505	0.32425759	2.0983405	24	1	0.17	M-v	3Eh
K15TH8	R 21.6	0.15	K161D	48.29152	82.17753	200.749	10.50547	0.6876835	0.26881902	2.377731	29	1	0.38	M-v	3Eh
K15TN7	M 18.1	0.15	K161D	185.46224	90.77727	159.83736	13.79505	0.5374034	0.4997048	1.5727524	70	1	0.28	M-v	3Eh
K15TN7	Y 21.5	0.15	K161D	154.22135	119.12003	111.41153	5.72865	0.4994157	0.73196394	1.2193908	14	1	0.11	M-v	3Eh
K15TN8	K 21.9	0.15	K161D	33.6831	161.99204	170.16263	3.6745	0.6078066	0.26349826	2.4096329	161	1	0.42	M-v	3Eh
K15TW3	D 19.9	0.15	K161D	16.44138	95.89916	13.91489	48.91244	0.6310574	0.47961295	1.616375	63	1	0.41	M-v	3Eh
K15TW3	E 18.3	0.15	K161D	325.35469	323.36505	194.60349	9.52935	0.5963392	0.30098338	2.2051647	123	3	0.36	M-v	3Eh
K15U51	R 20.3	0.15	K161D	36.30392	176.77102	221.86566	19.34957	0.4229215	0.42083099	1.7635898	50	1	0.53	M-v	3Eh
K15U52	K 20.1	0.15	K161D	3.83063	216.74142	239.15906	20.95274	0.3688594	0.50793665	1.5557137	355	1	0.3	M-v	3Eh
K15U67	M 18.8	0.15	K161D	65.93045	132.19834	150.10532	6.00266	0.6870438	0.50675629	1.5581285	192	1	0.28	M-v	3Eh
K15V01	E 21.0	0.15	K161D	28.07075	273.04921	98.47476	1.89832	0.5688982	0.2933611	2.2431985	431	2	0.24	M-v	3Eh
K15V66	O 20.6	0.15	K161D	136.41495	219.27124	64.49629	14.02699	0.5998675	1.06087939	0.9521208	240	1	0.32	M-v	3Eh
K15W02	A 21.2	0.15	K161D	61.47082	273.2763	31.72183	14.6029	0.6293768	0.48740647	1.5990984	56	1	0.36	M-v	3Eh
K15W09	G 20.3	0.15	K161D	33.97985	89.97457	239.47208	34.36854	0.691775	0.34014805	2.0324696	293	1	0.35	M-v	3Eh
K15XC9	P 18.8	0.15	K161D	123.19772	16.85412	269.515	20.04427	0.3943629	0.49333696	1.5862572	37	1	0.37	M-v	3Eh
K15XD0	B 21.8	0.15	K161D	16.32683	330.27112	47.17699	12.52838	0.6226603	0.2305102	2.634365	33	1	0.37	M-v	3Eh
K15XQ1	K 21.4	0.15	K161D	350.11499	318.34717	208.95065	8.06066	0.578962	0.29194319	2.2504558	47	1	0.25	M-v	3Eh
K15XZ1	K 20.3	0.15	K161D	339.31237	67.43655	136.15651	11.83586	0.5754471	0.48478373	1.6048608	53	1	0.39	M-v	3Eh
K15XZ2	A 21.8	0.15	K161D	204.3586	15.34489	236.59648	4.11141	0.169066	0.68902087	1.2695441	31	2	0.19	M-v	3Eh
K15XZ2	E 20.8	0.15	K161D	161.38843	225.59079	45.22615	2.0366	0.3866971	0.63948083	1.3342925	14	1	0.08	M-v	3Eh
K15Xb7	W 21.2	0.15	K161D	346.68738	9.29782	143.51453	12.75107	0.5952468	0.24683484	2.5168949	26	1	0.38	M-v	3Eh
K15Xb8	U 21.4	0.15	K161D	7.94179	3.04931	89.7385	23.821	0.4883353	0.35295164	1.9830146	148	1	0.39	M-v	3Eh
K15Y07	U 21.3	0.15	K161D	139.42351	44.19534	254.14303	7.18701	0.4125818	1.32878087	0.8194085	141	1	0.33	M-v	3Eh
K15Y09	Y 22.0	0.15	K161D	26.94169	300.10079	78.11619	8.28745	0.5644493	0.38699856	1.8649326	108	1	0.38	M-v	3Eh
K16A08	L 20.8	0.15	K161D	343.63465	23.91315	144.99675	7.91499	0.4328958	0.41502196	1.7800082	92	1	0.39	M-v	3Eh
K16A08	Z 21.1	0.15	K161D	40.03154	318.40273	90.15795	5.61458	0.3547256	0.64961709	1.3203764	109	1	0.33	M-v	3Eh
K16A10	A 20.2	0.15	K161D	18.13414	342.39937	59.80004	12.65056	0.5087704	0.38262916	1.8791034	87	1	0.39	M-v	3Eh
K16A65	C 21.9	0.15	K161D	42.94731	58.99619	282.37654	10.59373	0.7294505	0.47423843	1.6285642	22	1	0.35	M-v	3Eh
K16AG4	O 22.0	0.15	K161D	322.66052	20.93413	147.75033	10.52645	0.2984867	0.57124524	1.4385368	104	1	0.35	M-v	3Eh
K16AJ3	F 21.9	0.15	K161D	183.23254	43.98469	254.11997	6.45037	0.2915061	1.20597015	0.8741347	96	1	0.3	M-v	3Eh
K16AJ3	H 20.7	0.15	K161D	28.00847	242.24522	125.72376	17.87279	0.7662646	0.57479073	1.4326152	42	1	0.29	M-v	3Eh
K16AJ3	J 18.7	0.15	K161D	9.40335	80.64325	333.11316	22.7467	0.8161315	0.16724971	3.2625647	123	1	0.28	M-v	3Eh
K16AJ3	K 22.0	0.15	K161D	216.83253	324.44641	306.93565	17.36741	0.2718331	1.2146571	0.8699619	221	2	0.35	M-v	3Eh
K16B01	E 20.3	0.15	K161D	10.27472	17.46568	57.77246	7.51341	0.6064581	0.27402949	2.3474941	83	1	0.34	M-v	3Eh
K16B14	C 20.9	0.15	K161D	128.17109	336.62033	4.20417	8.41047	0.180556	1.21173707	0.871359	234	1	0.3	M-v	3Eh
K16B14	P 21.2	0.15	K161D	7.30295	226.52502	166.30139	2.00905	0.766309	0.2051106	2.847589	42	1	0.31	M-v	3Eh
K16B14	V 21.7	0.15	K161D	15.71251	259.96564	139.17728	7.74108	0.71073	0.27173044	2.3607166	24	1	0.21	M-v	3Eh
K16B14	Z 18.6	0.15	K161D	346.76127	32.19391	137.40112	31.34432	0.6682116	0.20490914	2.8494552	287	1	0.3	M-v	3Eh
K16B15	D 21.2	0.15	K161D	333.34148	203.31706	303.27607	35.54581	0.3110006	0.55492359	1.4666076	62	1	0.38	M-v	3Eh
K16B39	T 19.9	0.15	K161D	18.93429	202.9257	175.05822	8.96763	0.5377707	0.35719543	1.9672767	39	1	0.34	M-v	3Eh
K16B80	R 21.4	0.15	K161D	338.70699	160.47595	8.80439	12.06692	0.4526565	0.44334163	1.7033754	36	1	0.51	M-v	3Eh
K16C29	S 18.9	0.15	K161D	319.34248	39.11505	174.08656	13.99101	0.5536441	0.35559822	1.9731632	216	1	0.3	M-v	3Eh
K16C30	C 20.0	0.15	K161D	354.05224	1.94261	139.03422	35.58144	0.586522	0.25540726	2.4602574	197	1	0.31	M-v	3Eh
K16C32	L 19.3	0.15	K161D	9.43345	292.80985	123.60321	12.21005	0.4600439	0.51393385	1.5435874	83	1	0.4	M-v	3Eh
K16CD6	A 19.3	0.15	K161D	9.7809	123.6864	240.9798	1.24063	0.7828009	0.34077985	2.0299567	139	1	0.4	M-v	3Eh
K16CD6	L 21.4	0.15	K161D	60.33206	23.49403	316.4629	21.51112	0.6223348	1.58158332	0.7295829	107	1	0.37	M-v	3Eh
K16CD7	W 19.4	0.15	K161D	14.36652	316.34507	133.05593	37.68221	0.6545557	0.26427204	2.4049271	34	1	0.4	M-v	3Eh
K16CJ3	U 19.9	0.15	K161D	236.03517	323.09277	322.39794	49.89157	0.3562124	0.5515277	1.4726216	73	1	0.39	M-v	3Eh
K16CJ3	W 21.7	0.15	K161D	8.32525	234.94111	185.2356	6.51323	0.6665724	0.25177369	2.4838717	79	1	0.42	M-v	3Eh
K16CJ4	B 17.6	0.15	K161D	48.54695	324.869	48.95651	9.80312	0.6366661	0.24844475	2.5060102	34	2	0.26	M-v	3Eh
K16CJ5	J 19.0	0.15	K161D	122.50731	356.61088	352.41701	25.51763	0.343486	0.48576519	1.6026984	28	1	0.22	M-v	3Eh
K16CO7	O 20.4	0.15	K161D	50.78936	90.21867	292.30128	18.34685	0.5133709	0.58247443	1.4199884	39	1	0.46	M-v	3Eh
K16CO7	R 21.6	0.15	K161D	68.22773	58.00272	359.31894	14.17338	0.0916257	0.84543038	1.1076881	37	1	0.27	M-v	3Eh
K16CQ4	L 19.1	0.15	K161D	286.17813	100.28702	138.57905	34.11592	0.5747938	0.46584122	1.6480768	38	1	0.33	M-v	3Eh
K16D00	L 21.3	0.15	K161D	124.33108	33.14023	290.16188	23.86732	0.4710794	1.63272902	0.714266	35	2	0.43	M-v	3Eh
K16D00	P 20.2	0.15	K161D	222.90553	254.00029	54.43834	13.31937	0.4772184	0.95299297	1.0226874	147	1	0.3	M-v	3Eh
K16E28	F 21.7	0.15	K161D	0.24416	291.76697	144.23608	5.16432	0.6577454	0.38501348	1.8713374	218	1	0.32	M-v	3Eh
K16E56	J 21.6	0.15	K161D	276.01269	95.09847	168.65721	28.40108	0.4550291	0.60039926	1.3915835	40	1	0.39	M-v	3Eh
K16E56	L 21.1	0.15	K161D	358.00485	69.50163	335.32175	11.40203	0.854602	0.34039871	2.0314717	73	1	0.29	M-v	3Eh
K16E85	C 18.3	0.15	K161D	30.82596	182.36974	234.09501	16.75644	0.6480966	0.21931255	2.7232889	28	1	0.38	M-v	3Eh
K16E85	U 19.2	0.15	K161D	68.18315	23.40907	359.46977	2.59979	0.4819494	0.39211572	1.8486721	38	1	0.22	M-v	3Eh
K16EF7	H 21.1	0.15	K161D	332.95198	198.25112	22.89088	10.0371	0.6242375	0.25952608	2.4341577	120	1	0.38	M-v	3Eh
K16EF7	Z 18.6	0.15	K161D	310.39168	1.13513	267.23576	12.35141	0.6185909	0.22816829	2.6523603	49	1	0.4	M-v	3Eh
K16F03	Y 21.2	0.15	K161D	327.21187	238.2449	35.97626	22.44797	0.6895227	0.23054675	2.6340866	208	1	0.32	M-v	3Eh
K16F15	C 21.1	0.15	K161D	359.24507	206.8242	249.15154	5.48661	0.3954533	0.53499793	1.5028004	38	1	0.47	M-v	3Eh
K16GD4	Q 21.5	0.15	K161D	236.65442	302.00666	22.67674	12.29016	0.4736942	0.53871862	1.495873	19	1	0.18	M-v	3Eh
K16GD5	D 20.9	0.15	K161D	289.07761	58.88605	232.93265	9.37749	0.5672635	0.35649791	1.969842	21	1	0.34	M-v	3Eh
K16GM0	T 17.6	0.15	K161D	136.95195	26.93297	3.12772	23.6638	0.3798072	0.48347248	1.6077612	52	2	0.29	M-v	3Eh
K16GM1	X 21.4	0.15	K161D	350.91259	250.14814	188.09767	6.88645	0.8745095	0.25439782	2.4667613	34	1	0.22	M-v	3Eh
K16GO1	D 21.3	0.15	K161D	274.47576	314.45835	30.15547	11.63674	0.7683475	0.54570541	1.4830776	41	1	0.38	M-v	3Eh
K16H00	L 19.9	0.15	K161D	342.90035	251.84555	232.95871	5.12922	0.6143381	0.40555326	1.8076074	89	1	0.35	M-v	3Eh
K2683	19.8	0.15	K161D	173.63741	56.33835	193.31562	3.43156	0.5624113	1.93875891	0.6369718	82	6	0.44	M-h	3Eh
K5744	18.2	0.15	K161D	338.40358	103.83807	156.22008	11.93163	0.7475168	0.28277441	2.298843	365	5	0.48	M-h	3Eh
K6378	18.7	0.15	K161D	48.14938	43.84431	317.25398	6.73265	0.4392729	0.41224487	1.7879933	1322	7	0.39	M-h	3Eh
K6910	17.1	0.15	K161D	260.62696	270.98821	157.58579	4.97447	0.7211842	0.2398836	2.5652853	493	7	0.47	M-h	3Eh
K7398	20.4	0.15	K161D	88.57473	79.53615	126.00333	2.59322	0.6389471	0.32535131	2.0936352	355	8	0.41	M-h	3Eh
K7945	19.5	0.15	K161D	354.43232	301.89239	53.87857	8.70995	0.1186664	0.93055025	1.0390653	150	5	0.54	M-v	3Eh
K8023	20.4	0.15	K161D	139.92979	300.46913	327.16437	6.50053	0.2356792	1.09212138	0.9338751	262	4	0.46	M-v	3Eh
K8115	20.7	0.15	K161D	309.3441	292.3719	135.60029	23.29473	0.3546844	0.66539168	1.2994248	67	6	0.55	M-h	3Eh
L2546	17.7	0.15	K161D	24.46805	182.57526	116.23074	7.35387	0.5153061	0.31644267	2.1327471	331	7	0.47	M-h	3Eh
L4869	16.4	0.15	K161D	236.83363	292.34763	142.6275	1.9841	0.661398	0.20765409	2.8242885	641	6	0.43	M-h	3Eh
L5588	19.4	0.15	K161D	32.28768	230.88155	190.01357	3.05631	0.6753905	0.83877326	1.1135413	257	8	0.48	M-h	3Eh
L6115	18.8	0.15	K161D	221.18175	10.54831	152.25616	2.09153	0.5864729	0.52237756	1.5269086	150	5	0.47	M-h	3Eh
L6258	20.2	0.15	K161D	47.43369	263.25021	240.63939	2.64237	0.4853392	0.45526856	1.6734944	587	4	0.47	M-v	3Eh
L6523	20.5	0.15	K161D	79.45913	211.1565	205.20859	5.20889	0.4120358	1.12800122	0.9139652	260	6	0.51	M-h	3Eh
L6985	20.9	0.15	K161D	59.35589	66.31784	173.92682	4.7226	0.261725	0.76836258	1.1805705	156	5	0.49	M-h	3Eh
L7430	19.6	0.15	K161D	329.17829	45.10693	168.32797	13.01004	0.2705898	0.72242981	1.2300958	179	5	0.47	M-h	3Eh
L7628	16.3	0.15	K161D	105.19764	310.21012	183.13539	4.02227	0.7034783	0.24198638	2.5504027	55	7	0.85	M-h	3Eh
M0839	17.3	0.15	K161D	57.70529	43.11497	109.66726	3.69797	0.5963734	0.37623052	1.900349	325	10	0.46	M-h	3Eh
M1455	19.4	0.15	K161D	120.15406	233.94889	21.28902	0.93005	0.6581514	0.34434128	2.0159356	373	6	0.43	M-h	3Eh
M1980	19	0.15	K161D	343.55791	64.63122	356.52429	21.59777	0.4004866	0.63444209	1.3413478	114	6	0.58	M-h	3Eh
M6514	20	0.15	K161D	9.24703	218.23224	4.61424	2.56316	0.6157803	0.85976993	1.0953373	124	8	0.45	M-h	3Eh
M6554	19.5	0.15	K161D	337.00542	107.98396	85.88577	9.27375	0.2614693	0.83285425	1.118811	133	4	0.52	M-v	3Eh
M8368	18.4	0.15	K161D	197.107	244.46729	58.01748	14.7355	0.7020042	0.54811594	1.4787262	147	8	0.47	M-h	3Eh
N0111	19.1	0.15	K161D	138.7361	30.56184	297.81286	17.51081	0.3691754	1.31967896	0.8231719	736	6	0.52	M-v	3Eh
N0549	20.6	0.15	K161D	164.21653	313.32097	119.81236	13.1109	0.3560431	0.56090866	1.4561562	118	4	0.5	M-v	3Eh
N1937	17.7	0.15	K161D	219.6107	123.27981	181.79529	38.9558	0.8261284	0.44415274	1.701301	158	7	0.53	M-h	3Eh
N2691	19.8	0.15	K161D	52.96639	50.14537	336.60575	9.08241	0.4695761	0.49783949	1.5766785	257	10	0.45	M-h	3Eh
N4145	21.3	0.15	K161D	60.96747	125.5579	178.19848	5.43249	0.3214372	1.08495084	0.9379852	308	4	0.64	M-v	3Eh
N5756	18.7	0.15	K161D	163.81414	94.20573	194.17787	39.14565	0.2588393	0.8168911	1.1333393	198	5	0.4	M-h	3Eh
O2216	15.7	0.15	K161D	262.37382	4.56869	267.22562	39.63865	0.5409733	0.29586512	2.2305238	286	10	0.45	M-h	3Eh
O2450	14.7	0.15	K161D	319.98684	104.95533	295.32021	37.02687	0.4772201	0.87331226	1.0839843	387	10	0.33	M-h	3Eh
O2643	17.4	0.15	K161D	47.89547	48.28162	39.44842	8.48972	0.8643758	0.39675382	1.8342364	486	6	0.33	M-h	3Eh
O2708	18.1	0.15	K161D	160.76535	345.94546	180.35749	0.78929	0.6954085	0.24899628	2.5023082	293	6	0.38	M-h	3Eh
O3566	17.4	0.15	K161D	159.1421	52.74095	170.37823	19.95056	0.641181	0.2556628	2.4586178	458	9	0.36	M-h	3Eh
O4977	18.4	0.15	K161D	73.42759	191.16618	210.93465	15.73887	0.4443054	0.42193696	1.7605066	159	7	0.49	M-h	3Eh
O7360	19.2	0.15	K161D	137.17967	285.88204	261.16135	19.05926	0.8370854	0.23871845	2.5736257	100	5	0.5	M-h	3Eh
P0620	18	0.15	K161D	247.15107	242.85214	194.91313	16.09373	0.6007755	0.32162444	2.1097777	495	7	0.36	M-h	3Eh
P0680	19.8	0.15	K161D	287.54291	108.69714	48.12062	9.44841	0.3645931	1.16793972	0.8930089	84	5	0.45	M-h	3Eh
P0706	18.5	0.15	K161D	0.49014	59.01438	28.12101	6.95174	0.6955912	0.19214759	2.9742634	230	5	0.35	M-h	3Eh
P1346	16.9	0.15	K161D	248.61352	174.99104	306.85069	8.19561	0.5343107	0.34472934	2.0144224	906	9	0.34	M-h	3Eh
P1722	19.7	0.15	K161D	100.0942	100.17443	66.02297	3.17037	0.6614393	0.45492939	1.6743261	164	6	0.54	M-h	3Eh
P2399	19.2	0.15	K161D	7.47757	135.99648	57.80823	15.20835	0.5460006	1.20477546	0.8747124	125	6	0.6	M-h	3Eh
P3841	17.1	0.15	K161D	138.40919	232.52268	348.25639	8.09609	0.6416319	0.28505112	2.2865861	413	9	0.43	M-h	3Eh
P5071	18.3	0.15	K161D	145.22276	200.19278	19.31752	2.6409	0.6324105	0.98392512	1.0011397	113	10	0.35	M-h	3Eh
PLS634	4 20.4	0.15	K161D	265.54646	234.1388	183.58143	4.72483	0.6673052	0.20995421	2.8036233	114	3	0.44	M-v	3Eh
Q0141	18.3	0.15	K161D	34.96307	76.57137	36.14526	17.74736	0.2519922	0.8173584	1.1329073	412	5	0.39	M-h	3Eh
Q3976	18.4	0.15	K161D	319.32203	294.3026	104.52414	13.47261	0.2614311	0.92113869	1.0461309	741	6	0.41	M-h	3Eh
Q4357	21	0.15	K161D	103.98937	8.03434	277.43419	8.57921	0.3602604	1.52791879	0.7465677	115	4	0.55	M-v	3Eh
Q4993	20.4	0.15	K161D	300.61136	193.82679	61.92756	3.14588	0.4107209	0.61082487	1.3757037	198	6	0.45	M-h	3Eh
Q5196	18.6	0.15	K161D	330.86655	301.76596	132.69127	15.2078	0.3785794	0.56157447	1.455005	187	5	0.58	M-h	3Eh
Q5482	21.3	0.15	K161D	105.30141	284.82315	110.85721	6.17434	0.3278713	0.82095837	1.1295929	77	4	0.48	M-v	3Eh
Q7131	18.2	0.15	K161D	116.48073	305.44633	126.54174	15.63581	0.6592729	0.2641899	2.4054255	76	6	0.57	M-h	3Eh
Q7221	19.8	0.15	K161D	140.75891	111.23601	211.20026	1.65962	0.659821	0.93052749	1.0390822	269	10	0.56	M-h	3Eh
Q7337	17.9	0.15	K161D	18.60308	263.90981	54.25894	19.43159	0.5141929	0.689369	1.2691167	495	9	0.47	M-h	3Eh
Q7494	15.9	0.15	K161D	357.40807	277.94685	70.33777	46.75967	0.7846565	0.21996532	2.7178986	443	8	0.44	M-h	3Eh
Q7720	18.9	0.15	K161D	38.67162	234.68009	126.28733	21.17002	0.7197019	0.60853087	1.3791589	264	7	0.42	M-h	3Eh
Q7729	18.3	0.15	K161D	316.72688	270.67478	189.24124	5.82578	0.6089623	0.37140591	1.9167708	617	8	0.43	M-h	3Eh
Q9690	18.4	0.15	K161D	262.68969	300.08786	158.23345	3.57122	0.6045945	0.34844503	2.0000762	238	7	0.46	M-h	3Eh
R5677	19.1	0.15	K161D	128.76999	301.64437	172.20524	17.09736	0.3206116	0.68038845	1.2802598	329	7	0.45	M-h	3Eh
R6033	18.7	0.15	K161D	279.86632	210.92908	138.12979	15.47958	0.9150975	0.61400477	1.3709498	201	7	0.55	M-h	3Eh
R7475	20.1	0.15	K161D	218.97046	74.03263	138.14602	9.84382	0.2374122	0.97027043	1.0105105	293	9	0.61	M-v	3Eh
R7570	19.3	0.15	K161D	114.60199	92.22338	289.0963	4.11118	0.6170767	0.61300913	1.3724338	163	6	0.54	M-h	3Eh
R9744	19.8	0.15	K161D	18.14064	85.04049	263.26979	4.66061	0.6116275	0.45613655	1.6713708	104	7	0.48	M-h	3Eh
R9816	19.1	0.15	K161D	72.93034	285.17638	41.25047	50.73721	0.400733	0.71527984	1.2382796	142	5	0.57	M-h	3Eh
S1375	20.8	0.15	K161D	47.44929	310.46203	142.00507	7.22616	0.2483019	1.00677295	0.9859352	564	8	0.35	M-h	3Eh
S5263	17.3	0.15	K161D	252.95945	345.64763	250.14826	12.85853	0.5717304	0.26134383	2.4228575	1746	8	0.34	M-h	3Eh
S6080	21.1	0.15	K161D	24.30951	354.13151	159.24088	2.80033	0.4826449	0.9196976	1.0472234	98	5	0.51	M-v	3Eh
S9315	18.5	0.15	K161D	67.43474	208.09488	175.90356	4.91883	0.634886	0.2781425	2.3242944	102	5	0.48	M-h	3Eh
T0772	17.6	0.15	K161D	59.14628	290.18077	228.024	4.48222	0.594669	0.32781251	2.0831428	74	6	0.49	M-h	3Eh
T2220	19.5	0.15	K161D	75.02113	198.96013	303.15008	2.51898	0.3121394	0.58708526	1.4125438	225	6	0.41	M-h	3Eh
T4739	17.2	0.15	K161D	27.48374	130.63403	279.60071	36.00132	0.4082515	0.5028063	1.5662782	611	6	0.4	M-h	3Eh
T7274	16.8	0.15	K161D	5.50375	284.32166	197.43704	1.96374	0.7946591	0.25958839	2.4337682	455	8	0.43	M-h	3Eh
T7300	19.2	0.15	K161D	301.5652	277.42002	198.74821	16.08188	0.4144652	0.68631156	1.2728831	233	9	0.48	M-h	3Eh
T7418	18.6	0.15	K161D	75.67907	224.38261	350.5984	10.3497	0.4669316	1.34858773	0.8113656	650	8	0.58	M-h	3Eh
U1844	19.6	0.15	K161D	28.63537	202.60737	104.2586	0.92844	0.526229	0.468413	1.6420388	173	7	0.43	M-h	3Eh
U2169	19.9	0.15	K161D	85.01583	212.43187	30.28445	25.3975	0.7774239	1.38585739	0.796753	44	7	0.61	M-h	3Eh
U2831	19	0.15	K161D	238.57689	274.35173	24.16572	25.79739	0.5406409	0.60194899	1.3891941	311	7	0.42	M-h	3Eh
U3450	20.5	0.15	K161D	194.07953	130.1874	74.48875	7.2871	0.3304466	0.68960414	1.2688282	153	6	0.51	M-h	3Eh
U4330	18.9	0.15	K161D	12.04209	176.13526	32.64005	21.04498	0.3099769	0.58787089	1.4112851	151	5	0.43	M-h	3Eh
U6383	21.6	0.15	K161D	118.7593	253.77016	2.62306	2.05999	0.5513446	1.20177249	0.876169	79	6	0.56	M-h	3Eh
U7005	18	0.15	K161D	293.49037	246.36191	268.07853	39.21258	0.7527968	0.20048124	2.8912583	190	5	0.43	M-h	3Eh
U8242	16.5	0.15	K161D	19.46229	156.62192	272.69887	24.92598	0.3399216	1.50766656	0.7532385	147	7	0.32	M-h	3Eh
U8635	21.9	0.15	K161D	175.22779	273.62803	35.90741	0.34056	0.430576	0.79163672	1.1573164	3425	3	0.41	M-v	3Eh
V0442	19.9	0.15	K161D	111.25488	109.23336	213.96515	3.26712	0.4233819	1.22940011	0.8629929	321	5	0.48	M-h	3Eh
V0560	17.8	0.15	K161D	213.53203	72.08	165.60169	26.61467	0.4989254	0.91705011	1.049238	162	10	0.46	M-h	3Eh
V1044	17.1	0.15	K161D	214.76346	71.49312	271.12524	55.86047	0.6218254	0.37415156	1.907382	128	7	0.45	M-h	3Eh
V1066	18.1	0.15	K161D	225.90665	156.21524	74.95285	19.4502	0.3995909	0.47204452	1.6336063	237	8	0.47	M-v	3Eh
V2070	19.4	0.15	K161D	31.77268	58.01978	181.2121	22.63005	0.509434	1.05756999	0.954106	88	6	0.31	M-h	3Eh
V4082	17.5	0.15	K161D	50.05677	139.31201	116.84094	16.13834	0.5746055	0.29438888	2.2379744	219	6	0.46	M-h	3Eh
V4212	18.5	0.15	K161D	112.90163	82.34915	316.43562	6.46676	0.6506716	0.31625641	2.1335844	173	5	0.52	M-v	3Eh
V7255	19.8	0.15	K161D	58.05469	296.14452	347.96826	6.44069	0.5676605	0.5947642	1.4003594	66	4	0.53	M-h	3Eh
W5395	17.6	0.15	K161D	286.44828	118.18723	278.69942	18.68333	0.091433	1.0941988	0.9326927	175	4	0.38	M-v	3Eh
W6290	21.8	0.15	K161D	77.42196	309.33688	53.4855	3.37845	0.4402707	1.19623381	0.8788714	247	7	0.57	M-h	3Eh
W9437	19.4	0.15	K161D	89.61645	318.64614	174.10793	6.88321	0.2431488	1.08942711	0.9354141	681	7	0.42	M-h	3Eh
W9614	17.7	0.15	K161D	276.42282	246.70369	105.2861	5.40079	0.6768317	0.22347802	2.6893429	294	5	0.46	M-h	3Eh
X0233	18.7	0.15	K161D	245.51563	153.79773	220.06842	37.07412	0.374195	0.51419052	1.5430737	131	5	0.47	M-h	3Eh
X1876	20.5	0.15	K161D	117.01668	274.54647	109.4814	13.30606	0.5361338	0.67713797	1.2843536	124	6	0.48	M-v	3Eh
